intent,response,utter_link,utter_send_link,utter_ask_more,featureless
WHEN_EXEMPT, 감면 받으시는데 해당 서비스 제공 시간이 궁금하시군요 /  감면이 가능한 시간에 대해 문의해 주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/exempt](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""수수료를 감면 받으려고 하는데 언제 가능한가요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHY_EXEMPT, 감면 받으시는데 해당 서비스 이용에 있어 발생한 오류에 대한 원인이 궁금하셨군요 /  감면 시 발생하는 오류의 원인에 대해 문의해주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/exempt](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""수수료를 감면 받으려고 하는데 왜 안되는지 이유를 알려주세요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
HOW_EXEMPT, 감면 받으시는데 해당 서비스를 이용하는 방법이 궁금하시군요 /  감면 방법에 대해 문의해주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/exempt](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""수수료를 감면 받으려고 하는데 어떻게 해야하는지 궁금해요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-AGE_EXEMPT, 감면 받으시는데 연령 제한에 대해 궁금하시군요 /  감면 시 요구되는 나이 제한에 대해 문의해주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/exempt](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""수수료를 감면 받으려고 하는데 연령 제한 관련 정보를 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-GEN_EXEMPT," 감면 받으시는데 발생하는 비용, 수수료, 이자에 대해 궁금하시군요 /  감면 요청 시 발생하는 추가 비용에 대해 문의해주셨군요",이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/exempt](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""수수료를 감면 받으려고 하는데 발생하는 비용을 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
ERROR_EXEMPT, 감면 받으시는데 문제가 발생한 상황이군요 /  감면 요청 시 오류가 발생한 상황이군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/exempt](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""수수료를 감면 받으려고 하는데 오류가 발생합니다.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
REQUEST_EXEMPT, 감면 받으시는데 도움이 필요하셨군요 /  감면을 요청해주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/exempt](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""수수료를 감면 받고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHO_EXCHANGE, 환전하시는데 누가 해결해 줄 수 있는지 궁금하시군요 /  환전을 담당하는 부서를 찾고 계시는군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/exchange](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""모바일로 환전하려고 하는데 누구에게 물어봐야 해요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHAT_EXCHANGE, 환전하시는데 해당 서비스가 궁금하시군요 /  환전과 관련된 정보를 찾고 계시는군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/exchange](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""모바일로 환전하려고 하는데 뭐가 필요하죠?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHERE_EXCHANGE, 환전하시는데 어디서 해결 할 수 있는지 궁금하시군요 /  환전이 어디서 가능한 지 찾고 계시는군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/exchange](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""모바일로 환전하려고 하는데 어디서 할 수 있나요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHEN_EXCHANGE, 환전하시는데 해당 서비스 제공 시간을 알고 싶으시군요 /  환전이 가능한 시간을 알고 싶으시군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/exchange](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""모바일로 환전하려고 하는데 언제 가능한가요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHY_EXCHANGE, 환전하시는데 발생한 오류에 대한 원인이 궁금하셨군요 /  환전 시 발생하는 오류의 원인을 찾고 계시는군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/exchange](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""모바일로 환전하려고 하는데 왜 안되는지 이유를 알려주세요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
HOW_EXCHANGE, 환전하시는데 해당 서비스를 어떻게 사용하는지에 대해 궁금하시군요 /  환전 방법에 대해 문의해주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/exchange](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""모바일로 환전하려고 하는데 어떻게 해야하는지 궁금해요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-AGE_EXCHANGE, 환전하시는데 연령 제한에 대해 궁금하시군요 /  환전 시 나이제한이 있는지 문의해주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/exchange](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""모바일로 환전하려고 하는데 연령 제한 관련 정보를 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-GEN_EXCHANGE," 환전하시는데 발생하는 비용, 수수료, 이자에 대해 문의해주셨군요 /  환전 시 발생하는 비용에 대해 문의해주셨군요",이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/exchange](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""모바일로 환전하려고 하는데 발생하는 비용을 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
ERROR_EXCHANGE, 환전하시는데 어려움이 있으시군요 /  환전 시 오류가 발생한 상황이군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/exchange](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""모바일로 환전하려고 하는데 오류가 발생합니다.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
REQUEST_EXCHANGE, 환전을 원하시는군요 /  환전을 요청해주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/exchange](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""모바일로 환전하고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHO_REFUND, 환불하시는데 누구에게 물어야 할 지 궁금하시군요 /  환불을 담당하는 부서를 찾고 계시는군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/refund](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""계좌에서 환불하려고 하는데 누구에게 물어봐야 해요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHAT_REFUND, 환불하시는데 해당 서비스에 대한 정보가 궁금하시군요 /  환불과 관련된 정보를 찾고 계시는군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/refund](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""계좌에서 환불하려고 하는데 뭐가 필요하죠?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHERE_REFUND, 환불하시는데 어디서 할 수 있는지 궁금하시군요 /  환불이 어디서 가능한 지 궁금하시군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/refund](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""계좌에서 환불하려고 하는데 어디서 할 수 있나요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHEN_REFUND, 환불하시는데 해당 서비스 제공 시간을 알고 싶으시군요 /  환불이 가능한 시간에 대해 질문해주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/refund](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""계좌에서 환불하려고 하는데 언제 가능한가요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHY_REFUND, 환불하시는데 발생한 오류에 대한 이유가 궁금하셨군요 /  환불 오류에 대한 원인을 문의해주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/refund](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""계좌에서 환불하려고 하는데 왜 안되는지 이유를 알려주세요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
HOW_REFUND, 환불하시는데 해당 서비스를 어떻게 사용하는지 궁금하시군요 /  환불 방법에 대해 문의해주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/refund](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""계좌에서 환불하려고 하는데 어떻게 해야하는지 궁금해요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-AGE_REFUND, 환불하시는데 연령 제한에 대해 궁금하시군요 /  환불 시 요구되는 나이 제한에 대해 문의해주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/refund](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""계좌에서 환불하려고 하는데 연령 제한 관련 정보를 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-GEN_REFUND," 환불하시는데 발생하는 비용, 수수료, 이자에 대해 궁금하시군요  /  환불 시 발생하는 비용에 대해 문의해주셨군요",이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/refund](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""계좌에서 환불하려고 하는데 발생하는 비용을 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
ERROR_REFUND, 환불하시는데 문제가 발생한 상황이군요 /  환불 오류에 대해 문의해 주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/refund](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""계좌에서 환불하려고 하는데 오류가 발생합니다.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
REQUEST_REFUND, 환불을 원하시는군요 /  환불을 희망하시는군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/refund](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""계좌에서 환불하고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHO_PAYBACK, 상환하시는데 어느 부서가 해결해 줄 수 있는지 궁금하시군요 /  상환을 담당하는 부서에 대해 문의해주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/payback](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""대출을 상환하려고 하는데 누구에게 물어봐야 해요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHAT_PAYBACK, 상환하시는데 해당 서비스에 대해 궁금하시군요 /  상환과 관련된 정보를 문의해주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/payback](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""대출을 상환하려고 하는데 뭐가 필요하죠?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHERE_PAYBACK, 상환하시는데 어디서 할 수 있는지 궁금하시군요 /  상환이 어디서 가능한 지 문의해주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/payback](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""대출을 상환하려고 하는데 어디서 할 수 있나요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHEN_PAYBACK, 상환하시는데 해당 서비스 제공 시간을 알고 싶으시군요 /  상환 가능한 시간에 대해 문의해주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/payback](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""대출을 상환하려고 하는데 언제 가능한가요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHY_PAYBACK, 상환하시는데 발생한 오류에 대한 이유가 궁금하셨군요 /  상환 오류의 원인에 대해 문의해주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/payback](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""대출을 상환하려고 하는데 왜 안되는지 이유를 알려주세요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
HOW_PAYBACK, 상환하시는데 해당 서비스를 이용하는 방법에 대해 문의해주셨군요 /  상환 방법에 대해 문의해주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/payback](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""대출을 상환하려고 하는데 어떻게 해야하는지 궁금해요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-AGE_PAYBACK, 상환하시는데 연령 제한 관련 정보가 궁금하시군요 /  상환 시 요구되는 나이 제한에 대해 궁금하셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/payback](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""대출을 상환하려고 하는데 연령 제한 관련 정보를 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-GEN_PAYBACK," 상환하시는데 발생하는 비용, 수수료, 이자를 알고 싶으시군요 /  상환 시 발생하는 비용에 대해 문의해주셨군요",이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/payback](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""대출을 상환하려고 하는데 발생하는 비용을 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
ERROR_PAYBACK, 상환하시는데 어려움이 있으시군요 /  상환 시 오류가 발생한 상황이군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/payback](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""대출을 상환하려고 하는데 오류가 발생합니다.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
REQUEST_PAYBACK, 상환을 원하시는군요 /  상환을 희망하시는군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/payback](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""대출을 상환하고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHO_CHECK, 조회하시는데 누구에게 물어야 할 지 궁금하시군요 /  조회를 담당하는 부서에 대해 문의해주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/check](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""계좌를 조회하려고 하는데 누구에게 물어봐야 해요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHAT_CHECK, 조회하시는데 해당 서비스에 대해 궁금하시군요 /  조회와 관련된 정보를 찾고 계시는군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/check](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""계좌를 조회하려고 하는데 뭐가 필요하죠?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHERE_CHECK, 조회하시는데 어디서 할 수 있는지 궁금하시군요 /  조회가 어디서 가능한 지 찾고 계시는군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/check](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""계좌를 조회하려고 하는데 어디서 할 수 있나요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHEN_CHECK, 조회하시는데 해당 서비스 제공 시간이 궁금하시군요 /  조회가 가능한 시간에 대해 문의해주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/check](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""계좌를 조회하려고 하는데 언제 가능한가요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHY_CHECK, 조회하시는데 해당 서비스 이용에 있어 발생한 불편함에 대한 원인이 궁금하셨군요 /  조회 오류의 원인에 대해 문의해주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/check](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""계좌를 조회하려고 하는데 왜 안되는지 이유를 알려주세요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
HOW_CHECK, 조회하시는데 해당 서비스를 이용하는 방법에 대해 궁금하시군요 /  조회 방법에 대해 문의해주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/check](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""계좌를 조회하려고 하는데 어떻게 해야하는지 궁금해요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-AGE_CHECK, 조회하시는데 연령 제한 관련 정보가 궁금하시군요 /  조회 시 요구되는 나이 제한 관련 정보를 찾고 계셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/check](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""계좌를 조회하려고 하는데 연령 제한 관련 정보를 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-GEN_CHECK," 조회하시는데 발생하는 비용, 수수료, 이자에 대해 궁금하시군요 /  조회 시 발생하는 비용에 대해 문의해주셨군요",이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/check](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""계좌를 조회하려고 하는데 발생하는 비용을 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
ERROR_CHECK, 조회하시는데 어려움이 있으시군요 /  조회 오류가 발생한 상황이군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/check](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""계좌를 조회하려고 하는데 오류가 발생합니다.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
REQUEST_CHECK, 조회를 원하시는군요 /  조회를 희망하시는군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/check](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""계좌를 조회하고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHO_SET, 설정하시는데 어느 부서가 해결해 줄 수 있는지 궁금하시군요 /  설정을 담당하는 부서를 찾고 계시는군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/set](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""비밀번호를 설정하려고 하는데 누구에게 물어봐야 해요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHAT_SET, 설정하시는데 해당 서비스가 뭔지 궁금하시군요 /  설정과 관련된 정보를 찾고 계시는군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/set](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""비밀번호를 설정하려고 하는데 뭐가 필요하죠?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHERE_SET, 설정하시는데 어디서 할 수 있는지 궁금하시군요 /  설정이 어디서 가능한지 찾고 계시는군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/set](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""비밀번호를 설정하려고 하는데 어디서 할 수 있나요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHEN_SET, 설정하시는데 해당 서비스 제공 시간을 알고 싶으시군요 /  설정이 가능한 시간에 대해 문의해주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/set](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""비밀번호를 설정하려고 하는데 언제 가능한가요?""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
WHY_SET, 설정하시는데 발생한 오류에 대한 원인이 궁금하셨군요 /  설정 오류의 원인에 대해 문의해주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/set](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""비밀번호를 설정하려고 하는데 왜 안되는지 이유를 알려주세요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
HOW_SET, 설정하시는데 해당 서비스를 어떻게 사용하는지 궁금하시군요 /  설정 방법에 대해 문의해주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/set](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""비밀번호를 설정하려고 하는데 어떻게 해야하는지 궁금해요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-AGE_SET, 설정하시는데 나이 제한에 대해 궁금하시군요 /  설정 시 발생하는 연령 제한에 대해 문의해주셨군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/set](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""비밀번호를 설정하려고 하는데 연령 제한 관련 정보를 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
QTY-GEN_SET," 설정하시는데 해당 서비스 관련 비용, 수수료, 이자에 대해 궁금하시군요 /  설정 시 발생하는 비용에 대해 문의해주셨군요",이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/set](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""비밀번호를 설정하려고 하는데 발생하는 비용을 알고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
ERROR_SET, 설정하시는데 문제가 발생한 상황이군요 /  설정 시 오류가 발생한 상황이군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/set](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""비밀번호를 설정하려고 하는데 오류가 발생합니다.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
REQUEST_SET, 설정을 원하시는군요 /  설정을 희망하시는군요,이 경우에는 다음 링크를 따라가 보시면 도움이 되실 거예요,관련 정보 링크 가기 👉 [https://bank.co.kr/set](http://dicora.kr),도움이 되셨나요? 다른 문제가 또 있으면 말씀해 주세요,"죄송합니다. ""비밀번호를 설정하고 싶어요.""와 같이 구체적인 대상을 포함해서 말씀해 주시겠어요?"
